Time,Colour
4.370,4
4.380,4
4.390,4
4.400,4
4.410,4
4.420,4
4.430,4
4.440,2
4.450,2
4.460,2
4.470,2
4.480,2
4.490,2
4.500,2
4.510,2
4.520,2
4.530,2
4.540,2
4.550,2
4.560,2
4.570,2
4.580,2
4.590,2
4.600,2
4.610,2
4.620,2
4.630,2
4.640,2
4.650,2
4.660,2
4.670,2
4.680,2
4.690,2
4.700,2
4.710,2
4.720,2
4.730,2
4.740,2
4.750,2
4.760,2
4.770,2
4.780,2
4.790,2
4.800,2
4.810,2
4.820,2
4.830,2
4.840,2
4.850,7
4.860,5
4.870,5
4.880,5
4.890,5
4.900,5
4.910,5
4.920,5
4.930,5
4.940,5
4.950,5
4.960,5
4.970,5
4.980,5
4.990,5
5.000,5
5.010,4
5.020,7
5.030,7
5.040,7
5.050,7
5.060,7
5.070,7
5.080,7
5.090,7
5.100,7
5.110,7
5.120,7
5.130,7
5.140,7
5.150,7
5.160,7
5.170,7
5.180,7
5.190,3
5.200,3
5.210,3
5.220,3
5.230,3
5.240,3
5.250,3
5.260,3
5.270,3
5.280,3
5.290,3
5.300,3
5.310,3
5.320,3
5.330,3
5.340,3
5.350,3
5.360,3
5.370,3
5.380,3
5.390,3
5.400,3
5.410,3
5.420,3
5.430,3
5.440,3
5.450,3
5.460,3
5.470,3
5.480,3
5.490,3
5.500,3
5.510,3
5.520,3
5.530,3
5.540,3
5.550,4
5.560,4
5.570,4
5.580,4
5.590,4
5.600,4
5.610,4
5.620,4
5.630,4
5.640,4
5.650,4
5.660,4
5.670,4
5.680,4
5.690,4
5.700,4
5.710,4
5.720,4
5.730,4
5.740,4
5.750,4
5.760,4
5.770,4
5.780,4
5.790,4
5.800,4
5.810,4
5.820,4
5.830,4
5.840,4
5.850,4
5.860,4
5.870,4
5.880,4
5.890,4
5.900,4
5.910,4
5.920,4
5.930,4
5.940,4
5.950,4
5.960,4
5.970,4
5.980,4
5.990,4
6.000,4
6.010,4
6.020,4
6.030,4
6.040,4
6.050,4
6.060,4
6.070,4
6.080,4
6.090,4
6.100,4
6.110,4
6.120,4
6.130,4
6.140,4
6.150,4
6.160,4
6.170,4
6.180,4
6.190,4
6.200,4
6.210,4
6.220,4
6.230,4
6.240,4
6.250,4
6.260,4
6.270,4
6.280,4
6.290,4
6.300,4
6.310,4
6.320,4
6.330,4
6.340,4
6.350,4
6.360,4
6.370,4
6.380,4
6.390,4
6.400,4
6.410,4
6.420,4
6.430,4
6.440,4
6.450,4
6.460,4
6.470,4
6.480,4
6.490,4
6.500,4
6.510,4
6.520,4
6.530,4
6.540,4
6.550,4
6.560,4
6.570,4
6.580,3
6.590,3
6.600,3
6.610,3
6.620,3
6.630,3
6.640,3
6.650,3
6.660,3
6.670,3
6.680,3
6.690,3
6.700,3
6.710,3
6.720,3
6.730,3
6.740,3
6.750,3
6.760,3
6.770,3
6.780,3
6.790,3
6.800,3
6.810,3
6.820,3
6.830,3
6.840,3
6.850,3
6.860,3
6.870,3
6.880,3
6.890,3
6.900,3
6.910,3
6.920,3
6.930,3
6.940,3
6.950,3
6.960,3
6.970,3
6.980,3
6.990,3
7.000,3
7.010,3
7.020,3
7.030,3
7.040,3
7.050,3
7.060,3
7.070,3
7.080,3
7.090,3
7.100,3
7.110,3
7.120,3
7.130,3
7.140,3
7.150,3
7.160,3
7.170,3
7.180,3
7.190,3
7.200,3
7.210,3
7.220,3
7.230,3
7.240,3
7.250,3
7.260,3
7.270,3
7.280,3
7.290,3
7.300,3
7.310,3
7.320,3
7.330,3
7.340,3
7.350,3
7.360,3
7.370,3
7.380,3
7.390,3
7.400,3
7.410,3
7.420,3
7.430,3
7.440,3
7.450,3
7.460,3
7.470,3
7.480,3
7.490,3
7.500,3
7.510,3
7.520,3
