Time,Colour_p4_01
0.000,0.000,
0.010,0.000,
0.020,0.000,
0.030,0.000,
0.040,0.000,
0.050,0.000,
0.060,0.000,
0.070,0.000,
0.080,0.000,
0.090,0.000,
0.100,0.000,
0.110,0.000,
0.120,0.000,
0.130,0.000,
0.140,0.000,
0.150,0.000,
0.160,0.000,
0.170,0.000,
0.180,0.000,
0.190,0.000,
0.200,0.000,
0.210,0.000,
0.220,0.000,
0.230,0.000,
0.240,0.000,
0.250,0.000,
0.260,0.000,
0.270,0.000,
0.280,0.000,
0.290,0.000,
0.300,0.000,
0.310,0.000,
0.320,0.000,
0.330,0.000,
0.340,0.000,
0.350,0.000,
0.360,0.000,
0.370,0.000,
0.380,0.000,
0.390,0.000,
0.400,0.000,
0.410,0.000,
0.420,0.000,
0.430,0.000,
0.440,0.000,
0.450,0.000,
0.460,0.000,
0.470,0.000,
0.480,0.000,
0.490,0.000,
0.500,0.000,
0.510,0.000,
0.520,0.000,
0.530,0.000,
0.540,0.000,
0.550,0.000,
0.560,0.000,
0.570,0.000,
0.580,0.000,
0.590,0.000,
0.600,0.000,
0.610,0.000,
0.620,0.000,
0.630,0.000,
0.640,0.000,
0.650,0.000,
0.660,0.000,
0.670,0.000,
0.680,0.000,
0.690,0.000,
0.700,0.000,
0.710,0.000,
0.720,0.000,
0.730,0.000,
0.740,0.000,
0.750,0.000,
0.760,0.000,
0.770,0.000,
0.780,0.000,
0.790,0.000,
0.800,0.000,
0.810,0.000,
0.820,0.000,
0.830,0.000,
0.840,0.000,
0.850,0.000,
0.860,0.000,
0.870,0.000,
0.880,0.000,
0.890,0.000,
0.900,0.000,
0.910,0.000,
0.920,0.000,
0.930,0.000,
0.940,0.000,
0.950,0.000,
0.960,0.000,
0.970,0.000,
0.980,0.000,
0.990,0.000,
1.000,0.000,
1.010,0.000,
1.020,0.000,
1.030,0.000,
1.040,0.000,
1.050,0.000,
1.060,0.000,
1.070,0.000,
1.080,0.000,
1.090,0.000,
1.100,0.000,
1.110,0.000,
1.120,0.000,
1.130,0.000,
1.140,0.000,
1.150,0.000,
1.160,0.000,
1.170,0.000,
1.180,0.000,
1.190,0.000,
1.200,0.000,
1.210,0.000,
1.220,0.000,
1.230,0.000,
1.240,0.000,
1.250,0.000,
1.260,0.000,
1.270,0.000,
1.280,0.000,
1.290,0.000,
1.300,0.000,
1.310,0.000,
1.320,0.000,
1.330,0.000,
1.340,0.000,
1.350,0.000,
1.360,0.000,
1.370,0.000,
1.380,0.000,
1.390,0.000,
1.400,0.000,
1.410,0.000,
1.420,0.000,
1.430,0.000,
1.440,0.000,
1.450,0.000,
1.460,0.000,
1.470,0.000,
1.480,1.000,
1.490,1.000,
1.500,1.000,
1.510,1.000,
1.520,1.000,
1.530,1.000,
1.540,1.000,
1.550,1.000,
1.560,1.000,
1.570,1.000,
1.580,1.000,
1.590,1.000,
1.600,1.000,
1.610,1.000,
1.620,1.000,
1.630,1.000,
1.640,1.000,
1.650,1.000,
1.660,1.000,
1.670,1.000,
1.680,1.000,
1.690,1.000,
1.700,1.000,
1.710,1.000,
1.720,1.000,
1.730,1.000,
1.740,1.000,
1.750,1.000,
1.760,2.000,
1.770,2.000,
1.780,2.000,
1.790,2.000,
1.800,2.000,
1.810,2.000,
1.820,2.000,
1.830,2.000,
1.840,2.000,
1.850,2.000,
1.860,6.000,
1.870,6.000,
1.880,6.000,
1.890,6.000,
1.900,6.000,
1.910,6.000,
1.920,6.000,
1.930,6.000,
1.940,6.000,
1.950,6.000,
1.960,6.000,
1.970,6.000,
1.980,6.000,
1.990,6.000,
2.000,6.000,
2.010,6.000,
2.020,6.000,
2.030,6.000,
2.040,6.000,
2.050,6.000,
2.060,6.000,
2.070,6.000,
2.080,6.000,
2.090,6.000,
2.100,6.000,
2.110,6.000,
2.120,6.000,
2.130,6.000,
2.140,6.000,
2.150,6.000,
2.160,6.000,
2.170,6.000,
2.180,6.000,
2.190,6.000,
2.200,6.000,
2.210,6.000,
2.220,6.000,
2.230,6.000,
2.240,6.000,
2.250,6.000,
2.260,6.000,
2.270,6.000,
2.280,6.000,
2.290,6.000,
2.300,6.000,
2.310,6.000,
2.320,6.000,
2.330,6.000,
2.340,6.000,
2.350,6.000,
2.360,6.000,
2.370,6.000,
2.380,6.000,
2.390,6.000,
2.400,6.000,
2.410,6.000,
2.420,6.000,
2.430,6.000,
2.440,6.000,
2.450,6.000,
2.460,6.000,
2.470,6.000,
2.480,6.000,
2.490,6.000,
2.500,6.000,
2.510,6.000,
2.520,6.000,
2.530,6.000,
2.540,6.000,
2.550,6.000,
2.560,6.000,
2.570,6.000,
2.580,6.000,
2.590,6.000,
2.600,6.000,
2.610,6.000,
2.620,6.000,
2.630,6.000,
2.640,6.000,
2.650,6.000,
2.660,6.000,
2.670,6.000,
2.680,6.000,
2.690,6.000,
2.700,6.000,
2.710,6.000,
2.720,6.000,
2.730,6.000,
2.740,6.000,
2.750,6.000,
2.760,6.000,
2.770,6.000,
2.780,6.000,
2.790,6.000,
2.800,6.000,
2.810,6.000,
2.820,6.000,
2.830,6.000,
2.840,6.000,
2.850,6.000,
2.860,6.000,
2.870,6.000,
2.880,6.000,
2.890,6.000,
2.900,6.000,
2.910,6.000,
2.920,6.000,
2.930,6.000,
2.940,6.000,
2.950,6.000,
2.960,6.000,
2.970,6.000,
2.980,6.000,
2.990,6.000,
3.000,6.000,
3.010,6.000,
3.020,6.000,
3.030,6.000,
3.040,6.000,
3.050,6.000,
3.060,6.000,
3.070,6.000,
3.080,6.000,
3.090,6.000,
3.100,6.000,
3.110,6.000,
3.120,6.000,
3.130,6.000,
3.140,6.000,
3.150,6.000,
3.160,6.000,
3.170,6.000,
3.180,6.000,
3.190,6.000,
3.200,6.000,
3.210,6.000,
3.220,6.000,
3.230,6.000,
3.240,6.000,
3.250,6.000,
3.260,6.000,
3.270,6.000,
3.280,6.000,
3.290,6.000,
3.300,6.000,
3.310,6.000,
3.320,6.000,
3.330,6.000,
3.340,6.000,
3.350,6.000,
3.360,6.000,
3.370,6.000,
3.380,6.000,
3.390,6.000,
3.400,6.000,
3.410,6.000,
3.420,6.000,
3.430,6.000,
3.440,6.000,
3.450,6.000,
3.460,6.000,
3.470,6.000,
3.480,6.000,
3.490,6.000,
3.500,6.000,
3.510,6.000,
3.520,6.000,
3.530,6.000,
3.540,6.000,
3.550,6.000,
3.560,6.000,
3.570,6.000,
3.580,6.000,
3.590,6.000,
3.600,6.000,
3.610,6.000,
3.620,6.000,
3.630,6.000,
3.640,6.000,
3.650,6.000,
3.660,6.000,
3.670,6.000,
3.680,6.000,
3.690,6.000,
3.700,6.000,
3.710,6.000,
3.720,6.000,
3.730,6.000,
3.740,6.000,
3.750,6.000,
3.760,6.000,
3.770,6.000,
3.780,6.000,
3.790,4.000,
3.800,4.000,
3.810,4.000,
3.820,4.000,
3.830,4.000,
3.840,4.000,
3.850,4.000,
3.860,4.000,
3.870,4.000,
3.880,4.000,
3.890,4.000,
3.900,4.000,
3.910,4.000,
3.920,4.000,
3.930,4.000,
3.940,4.000,
3.950,4.000,
3.960,2.000,
3.970,2.000,
3.980,2.000,
3.990,2.000,
4.000,2.000,
4.010,2.000,
4.020,2.000,
4.030,2.000,
4.040,2.000,
4.050,2.000,
4.060,2.000,
4.070,2.000,
4.080,2.000,
4.090,2.000,
4.100,2.000,
4.110,2.000,
4.120,2.000,
4.130,2.000,
4.140,2.000,
4.150,2.000,
4.160,2.000,
4.170,2.000,
4.180,2.000,
4.190,2.000,
4.200,2.000,
4.210,2.000,
4.220,2.000,
4.230,2.000,
4.240,2.000,
4.250,2.000,
4.260,2.000,
4.270,2.000,
4.280,2.000,
4.290,2.000,
4.300,2.000,
4.310,2.000,
4.320,2.000,
4.330,2.000,
4.340,2.000,
4.350,2.000,
4.360,2.000,
4.370,2.000,
4.380,2.000,
4.390,2.000,
4.400,2.000,
4.410,2.000,
4.420,2.000,
4.430,2.000,
4.440,2.000,
4.450,2.000,
4.460,2.000,
4.470,2.000,
4.480,3.000,
4.490,3.000,
4.500,3.000,
4.510,3.000,
4.520,3.000,
4.530,3.000,
4.540,3.000,
4.550,3.000,
4.560,3.000,
4.570,3.000,
4.580,3.000,
4.590,3.000,
4.600,3.000,
4.610,3.000,
4.620,3.000,
4.630,3.000,
4.640,3.000,
4.650,3.000,
4.660,3.000,
4.670,3.000,
4.680,1.000,
4.690,1.000,
4.700,1.000,
4.710,1.000,
4.720,1.000,
4.730,1.000,
4.740,1.000,
4.750,1.000,
4.760,1.000,
4.770,1.000,
4.780,1.000,
4.790,1.000,
4.800,1.000,
4.810,1.000,
4.820,7.000,
4.830,7.000,
4.840,7.000,
4.850,7.000,
4.860,7.000,
4.870,7.000,
4.880,7.000,
4.890,7.000,
4.900,5.000,
4.910,5.000,
4.920,5.000,
4.930,5.000,
4.940,5.000,
4.950,5.000,
4.960,5.000,
4.970,5.000,
4.980,5.000,
4.990,5.000,
5.000,5.000,
5.010,5.000,
5.020,5.000,
5.030,5.000,
5.040,5.000,
5.050,5.000,
5.060,5.000,
5.070,5.000,
5.080,5.000,
5.090,5.000,
5.100,5.000,
5.110,5.000,
5.120,5.000,
5.130,5.000,
5.140,4.000,
5.150,4.000,
5.160,4.000,
5.170,4.000,
5.180,4.000,
5.190,4.000,
5.200,4.000,
5.210,4.000,
5.220,4.000,
5.230,4.000,
5.240,4.000,
5.250,4.000,
5.260,4.000,
5.270,4.000,
5.280,4.000,
5.290,4.000,
5.300,4.000,
5.310,4.000,
5.320,4.000,
5.330,4.000,
5.340,4.000,
5.350,4.000,
5.360,4.000,
5.370,4.000,
5.380,4.000,
5.390,4.000,
5.400,4.000,
5.410,4.000,
5.420,4.000,
5.430,4.000,
5.440,4.000,
5.450,4.000,
5.460,4.000,
5.470,4.000,
5.480,4.000,
5.490,4.000,
5.500,4.000,
5.510,4.000,
5.520,4.000,
5.530,4.000,
5.540,4.000,
5.550,4.000,
5.560,4.000,
5.570,4.000,
5.580,4.000,
5.590,4.000,
5.600,4.000,
5.610,4.000,
5.620,4.000,
5.630,3.000,
5.640,3.000,
5.650,3.000,
5.660,3.000,
5.670,3.000,
5.680,3.000,
5.690,3.000,
5.700,3.000,
5.710,3.000,
5.720,3.000,
5.730,3.000,
5.740,3.000,
5.750,3.000,
5.760,3.000,
5.770,3.000,
5.780,3.000,
5.790,3.000,
5.800,3.000,
5.810,3.000,
5.820,3.000,
5.830,3.000,
5.840,3.000,
5.850,3.000,
5.860,3.000,
5.870,3.000,
5.880,3.000,
5.890,3.000,
5.900,3.000,
5.910,3.000,
5.920,3.000,
5.930,3.000,
5.940,3.000,
5.950,3.000,
5.960,3.000,
5.970,3.000,
5.980,3.000,
5.990,3.000,
6.000,3.000,
6.010,3.000,
6.020,3.000,
6.030,3.000,
6.040,3.000,
6.050,3.000,
6.060,3.000,
6.070,3.000,
6.080,3.000,
6.090,7.000,
6.100,7.000,
6.110,7.000,
6.120,7.000,
6.130,7.000,
6.140,7.000,
6.150,7.000,
6.160,7.000,
6.170,7.000,
6.180,7.000,
6.190,7.000,
6.200,7.000,
6.210,7.000,
6.220,7.000,
6.230,7.000,
6.240,7.000,
6.250,4.000,
6.260,5.000,
6.270,5.000,
6.280,5.000,
6.290,5.000,
6.300,5.000,
6.310,5.000,
6.320,5.000,
6.330,5.000,
6.340,5.000,
6.350,5.000,
6.360,5.000,
6.370,5.000,
6.380,5.000,
6.390,5.000,
6.400,5.000,
6.410,5.000,
6.420,5.000,
6.430,5.000,
6.440,5.000,
6.450,5.000,
6.460,5.000,
6.470,5.000,
6.480,5.000,
6.490,2.000,
6.500,2.000,
6.510,2.000,
6.520,2.000,
6.530,2.000,
6.540,2.000,
6.550,2.000,
6.560,2.000,
6.570,2.000,
6.580,2.000,
6.590,2.000,
6.600,2.000,
6.610,2.000,
6.620,2.000,
6.630,2.000,
6.640,2.000,
6.650,2.000,
6.660,2.000,
6.670,2.000,
6.680,2.000,
6.690,2.000,
6.700,2.000,
6.710,2.000,
6.720,2.000,
6.730,2.000,
6.740,2.000,
6.750,2.000,
6.760,2.000,
6.770,2.000,
6.780,2.000,
6.790,2.000,
6.800,2.000,
6.810,2.000,
6.820,2.000,
6.830,2.000,
6.840,2.000,
6.850,2.000,
6.860,2.000,
6.870,2.000,
6.880,2.000,
6.890,2.000,
6.900,2.000,
6.910,2.000,
6.920,2.000,
6.930,2.000,
6.940,2.000,
6.950,2.000,
6.960,2.000,
6.970,2.000,
6.980,2.000,
6.990,2.000,
7.000,2.000,
7.010,2.000,
7.020,2.000,
7.030,2.000,
7.040,2.000,
7.050,2.000,
7.060,2.000,
7.070,2.000,
7.080,2.000,
7.090,2.000,
7.100,2.000,
7.110,2.000,
7.120,2.000,
7.130,3.000,
7.140,3.000,
7.150,3.000,
7.160,3.000,
7.170,3.000,
7.180,3.000,
7.190,3.000,
7.200,3.000,
7.210,3.000,
7.220,3.000,
7.230,3.000,
7.240,3.000,
7.250,3.000,
7.260,3.000,
7.270,3.000,
7.280,3.000,
7.290,1.000,
7.300,1.000,
7.310,1.000,
7.320,1.000,
7.330,1.000,
7.340,1.000,
7.350,1.000,
7.360,1.000,
7.370,1.000,
7.380,1.000,
7.390,1.000,
7.400,1.000,
7.410,1.000,
7.420,1.000,
7.430,1.000,
7.440,1.000,
7.450,1.000,
7.460,1.000,
7.470,1.000,
7.480,1.000,
7.490,1.000,
7.500,1.000,
7.510,4.000,
7.520,4.000,
7.530,4.000,
7.540,4.000,
7.550,4.000,
7.560,4.000,
7.570,5.000,
7.580,5.000,
7.590,5.000,
7.600,5.000,
7.610,5.000,
7.620,5.000,
7.630,5.000,
7.640,5.000,
7.650,5.000,
7.660,5.000,
7.670,5.000,
7.680,5.000,
7.690,5.000,
7.700,5.000,
7.710,5.000,
7.720,5.000,
7.730,5.000,
7.740,5.000,
7.750,5.000,
7.760,5.000,
7.770,5.000,
7.780,5.000,
7.790,5.000,
7.800,5.000,
7.810,5.000,
7.820,5.000,
7.830,5.000,
7.840,5.000,
7.850,5.000,
7.860,5.000,
7.870,5.000,
7.880,5.000,
7.890,5.000,
7.900,5.000,
7.910,5.000,
7.920,5.000,
7.930,5.000,
7.940,5.000,
7.950,5.000,
7.960,5.000,
7.970,5.000,
7.980,5.000,
7.990,5.000,
8.000,5.000,
8.010,5.000,
8.020,5.000,
8.030,5.000,
8.040,5.000,
8.050,5.000,
8.060,5.000,
8.070,5.000,
8.080,5.000,
8.090,5.000,
8.100,5.000,
8.110,5.000,
8.120,5.000,
8.130,5.000,
8.140,5.000,
8.150,5.000,
8.160,5.000,
8.170,5.000,
8.180,5.000,
8.190,5.000,
8.200,5.000,
8.210,5.000,
8.220,5.000,
8.230,5.000,
8.240,5.000,
8.250,5.000,
8.260,5.000,
8.270,5.000,
8.280,5.000,
8.290,5.000,
8.300,5.000,
8.310,5.000,
8.320,5.000,
8.330,5.000,
8.340,5.000,
8.350,5.000,
8.360,5.000,
8.370,5.000,
8.380,5.000,
8.390,5.000,
8.400,5.000,
8.410,5.000,
8.420,5.000,
8.430,4.000,
8.440,4.000,
8.450,4.000,
8.460,4.000,
8.470,4.000,
8.480,4.000,
8.490,7.000,
8.500,7.000,
8.510,3.000,
8.520,3.000,
8.530,3.000,
8.540,3.000,
8.550,3.000,
8.560,3.000,
8.570,3.000,
8.580,3.000,
8.590,3.000,
8.600,3.000,
8.610,3.000,
8.620,3.000,
8.630,3.000,
8.640,3.000,
8.650,3.000,
8.660,3.000,
8.670,3.000,
8.680,3.000,
8.690,3.000,
8.700,3.000,
8.710,3.000,
8.720,3.000,
8.730,3.000,
8.740,3.000,
8.750,3.000,
8.760,3.000,
8.770,3.000,
8.780,3.000,
8.790,3.000,
8.800,3.000,
8.810,3.000,
8.820,3.000,
8.830,3.000,
8.840,2.000,
8.850,2.000,
8.860,2.000,
8.870,2.000,
8.880,2.000,
8.890,2.000,
8.900,2.000,
8.910,2.000,
8.920,2.000,
8.930,2.000,
8.940,2.000,
8.950,2.000,
8.960,2.000,
8.970,2.000,
8.980,2.000,
8.990,2.000,
9.000,2.000,
9.010,2.000,
9.020,2.000,
9.030,2.000,
9.040,2.000,
9.050,2.000,
9.060,2.000,
9.070,2.000,
9.080,2.000,
9.090,2.000,
9.100,2.000,
9.110,2.000,
9.120,2.000,
9.130,2.000,
9.140,2.000,
9.150,2.000,
9.160,2.000,
9.170,2.000,
9.180,2.000,
9.190,2.000,
9.200,2.000,
9.210,2.000,
9.220,2.000,
9.230,2.000,
9.240,2.000,
9.250,2.000,
9.260,2.000,
9.270,2.000,
9.280,2.000,
9.290,2.000,
9.300,2.000,
9.310,2.000,
9.320,2.000,
9.330,2.000,
9.340,2.000,
9.350,2.000,
9.360,2.000,
9.370,2.000,
9.380,2.000,
9.390,2.000,
9.400,2.000,
9.410,2.000,
9.420,2.000,
9.430,2.000,
9.440,2.000,
9.450,2.000,
9.460,2.000,
9.470,2.000,
9.480,2.000,
9.490,2.000,
9.500,2.000,
9.510,2.000,
9.520,2.000,
9.530,7.000,
9.540,7.000,
9.550,7.000,
9.560,7.000,
9.570,7.000,
9.580,7.000,
9.590,7.000,
9.600,7.000,
9.610,7.000,
9.620,7.000,
9.630,5.000,
9.640,5.000,
9.650,5.000,
9.660,5.000,
9.670,5.000,
9.680,5.000,
9.690,5.000,
9.700,5.000,
9.710,5.000,
9.720,5.000,
9.730,5.000,
9.740,5.000,
9.750,5.000,
9.760,5.000,
9.770,5.000,
9.780,5.000,
9.790,5.000,
9.800,5.000,
9.810,5.000,
9.820,5.000,
9.830,5.000,
9.840,4.000,
9.850,4.000,
9.860,4.000,
9.870,4.000,
9.880,4.000,
9.890,4.000,
9.900,4.000,
9.910,4.000,
9.920,4.000,
9.930,4.000,
9.940,4.000,
9.950,4.000,
9.960,4.000,
9.970,4.000,
9.980,4.000,
9.990,4.000,
10.000,4.000,
10.010,4.000,
10.020,4.000,
10.030,4.000,
10.040,4.000,
10.050,4.000,
10.060,4.000,
10.070,4.000,
10.080,4.000,
10.090,4.000,
10.100,4.000,
10.110,4.000,
10.120,4.000,
10.130,4.000,
10.140,4.000,
10.150,4.000,
10.160,4.000,
10.170,4.000,
10.180,4.000,
10.190,4.000,
10.200,4.000,
10.210,4.000,
10.220,4.000,
10.230,4.000,
10.240,4.000,
10.250,4.000,
