Time,Colour
3.710,5
3.720,5
3.730,5
3.740,5
3.750,5
3.760,5
3.770,5
3.780,5
3.790,5
3.800,5
3.810,5
3.820,5
3.830,5
3.840,5
3.850,5
3.860,5
3.870,5
3.880,5
3.890,5
3.900,5
3.910,5
3.920,5
3.930,5
3.940,5
3.950,5
3.960,5
3.970,5
3.980,5
3.990,5
4.000,5
4.010,5
4.020,5
4.030,5
4.040,5
4.050,5
4.060,2
4.070,2
4.080,2
4.090,2
4.100,2
4.110,2
4.120,2
4.130,2
4.140,2
4.150,2
4.160,2
4.170,2
4.180,2
4.190,2
4.200,2
4.210,2
4.220,2
4.230,2
4.240,2
4.250,2
4.260,2
4.270,2
4.280,2
4.290,2
4.300,2
4.310,2
4.320,2
4.330,2
4.340,2
4.350,2
4.360,2
4.370,2
4.380,2
4.390,2
4.400,2
4.410,2
4.420,2
4.430,2
4.440,2
4.450,2
4.460,2
4.470,2
4.480,2
4.490,2
4.500,2
4.510,2
4.520,2
4.530,2
4.540,2
4.550,2
4.560,2
4.570,2
4.580,2
4.590,2
4.600,2
4.610,2
4.620,2
4.630,2
4.640,2
4.650,2
4.660,2
4.670,4
4.680,4
4.690,4
4.700,4
4.710,4
4.720,5
4.730,5
4.740,5
4.750,5
4.760,5
4.770,5
4.780,5
4.790,5
4.800,5
4.810,5
4.820,5
4.830,5
4.840,5
4.850,5
4.860,5
4.870,5
4.880,5
4.890,5
4.900,5
4.910,5
4.920,5
4.930,5
4.940,5
4.950,5
4.960,5
4.970,5
4.980,5
4.990,5
5.000,5
5.010,5
5.020,5
5.030,5
5.040,5
5.050,5
5.060,5
5.070,2
5.080,2
5.090,2
5.100,2
5.110,2
5.120,2
5.130,2
5.140,2
5.150,2
5.160,2
5.170,2
5.180,2
5.190,2
5.200,2
5.210,2
5.220,2
5.230,2
5.240,2
5.250,2
5.260,2
5.270,2
5.280,2
5.290,2
5.300,2
5.310,2
5.320,2
5.330,2
5.340,2
5.350,2
5.360,2
5.370,2
5.380,2
5.390,2
5.400,2
5.410,2
5.420,2
5.430,2
5.440,2
5.450,2
5.460,2
5.470,2
5.480,2
5.490,2
5.500,2
5.510,2
5.520,2
5.530,2
5.540,2
5.550,2
5.560,2
5.570,2
5.580,2
5.590,2
5.600,2
5.610,2
5.620,2
5.630,2
5.640,2
5.650,2
5.660,2
5.670,2
5.680,2
5.690,2
5.700,2
5.710,2
5.720,2
5.730,2
5.740,5
5.750,5
5.760,5
5.770,5
5.780,5
5.790,5
5.800,5
5.810,5
5.820,5
5.830,5
5.840,5
5.850,5
5.860,5
5.870,5
5.880,5
5.890,5
5.900,5
5.910,5
5.920,5
5.930,5
5.940,5
5.950,5
5.960,5
5.970,5
5.980,5
5.990,5
6.000,5
6.010,5
6.020,5
6.030,5
6.040,5
6.050,5
6.060,2
6.070,2
6.080,2
6.090,2
6.100,2
6.110,2
6.120,2
6.130,2
6.140,2
6.150,2
6.160,2
6.170,2
6.180,2
6.190,2
6.200,2
6.210,2
6.220,2
6.230,2
6.240,2
6.250,2
6.260,2
6.270,2
6.280,2
6.290,2
6.300,2
6.310,2
6.320,2
6.330,2
6.340,2
6.350,2
6.360,2
6.370,2
6.380,2
6.390,2
6.400,2
6.410,2
6.420,2
6.430,2
6.440,2
6.450,2
6.460,2
6.470,4
6.480,4
6.490,4
6.500,4
6.510,4
6.520,4
6.530,4
6.540,4
6.550,4
6.560,4
6.570,4
6.580,4
6.590,4
6.600,4
6.610,4
6.620,4
6.630,4
6.640,4
6.650,4
6.660,4
6.670,4
6.680,4
6.690,4
6.700,4
6.710,4
6.720,4
6.730,4
6.740,4
6.750,4
6.760,4
6.770,4
6.780,4
6.790,4
6.800,4
6.810,4
6.820,4
6.830,4
6.840,4
6.850,4
6.860,4
6.870,4
6.880,4
6.890,4
6.900,4
6.910,4
6.920,4
6.930,2
6.940,2
6.950,2
6.960,2
6.970,2
6.980,2
6.990,2
7.000,2
7.010,2
7.020,2
7.030,2
7.040,2
7.050,2
7.060,2
7.070,2
7.080,2
7.090,2
7.100,2
7.110,2
7.120,2
7.130,2
7.140,2
7.150,2
7.160,2
7.170,2
7.180,2
7.190,2
7.200,2
7.210,2
7.220,2
7.230,2
7.240,2
7.250,2
7.260,2
7.270,2
7.280,2
7.290,2
7.300,2
7.310,2
7.320,2
7.330,2
7.340,2
7.350,2
7.360,2
7.370,2
7.380,2
7.390,2
7.400,2
7.410,2
7.420,2
7.430,2
7.440,2
7.450,2
7.460,2
7.470,2
7.480,2
7.490,2
7.500,2
7.510,2
7.520,2
7.530,2
7.540,2
7.550,2
7.560,2
7.570,2
7.580,2
7.590,2
7.600,2
7.610,2
7.620,2
7.630,2
7.640,2
7.650,2
7.660,2
7.670,2
7.680,2
7.690,2
7.700,2
7.710,2
7.720,2
7.730,2
7.740,2
7.750,2
7.760,2
7.770,2
7.780,2
7.790,2
7.800,2
7.810,2
7.820,2
7.830,2
7.840,2
7.850,2
7.860,2
7.870,2
7.880,2
7.890,2
7.900,2
7.910,2
7.920,2
7.930,2
7.940,3
7.950,3
7.960,3
7.970,3
7.980,3
7.990,3
8.000,3
8.010,3
8.020,3
8.030,3
8.040,3
8.050,3
8.060,3
8.070,3
8.080,3
8.090,3
8.100,3
8.110,3
8.120,3
8.130,3
8.140,3
8.150,3
8.160,3
8.170,3
8.180,3
8.190,3
8.200,3
8.210,3
8.220,3
8.230,3
8.240,3
8.250,3
8.260,4
8.270,4
8.280,4
8.290,4
8.300,4
8.310,4
8.320,4
8.330,4
8.340,4
8.350,4
8.360,4
8.370,4
8.380,4
8.390,4
8.400,4
8.410,4
8.420,4
8.430,4
8.440,4
8.450,4
8.460,4
8.470,4
8.480,4
8.490,4
8.500,4
8.510,4
8.520,4
8.530,4
8.540,4
8.550,4
8.560,4
8.570,4
8.580,4
8.590,4
8.600,4
8.610,4
8.620,4
8.630,4
8.640,4
8.650,4
8.660,4
8.670,4
8.680,4
8.690,4
8.700,4
8.710,4
8.720,4
8.730,4
8.740,4
8.750,4
8.760,4
8.770,4
8.780,4
8.790,4
8.800,3
8.810,3
8.820,3
8.830,3
8.840,3
8.850,3
8.860,3
8.870,3
8.880,3
8.890,3
8.900,3
8.910,3
8.920,3
8.930,3
8.940,3
8.950,3
8.960,3
8.970,3
8.980,3
8.990,3
9.000,3
9.010,3
9.020,3
9.030,3
9.040,3
9.050,3
9.060,3
9.070,3
9.080,3
9.090,3
9.100,3
9.110,3
9.120,3
9.130,3
9.140,3
9.150,3
9.160,3
9.170,3
9.180,3
9.190,3
9.200,3
9.210,3
9.220,3
9.230,3
9.240,3
9.250,3
9.260,3
9.270,3
9.280,3
9.290,3
9.300,3
9.310,3
9.320,3
9.330,3
9.340,3
9.350,3
9.360,3
9.370,3
9.380,3
9.390,3
9.400,3
9.410,3
9.420,3
9.430,3
9.440,3
9.450,3
9.460,3
9.470,3
9.480,3
9.490,3
9.500,3
9.510,3
9.520,3
9.530,3
9.540,3
9.550,3
9.560,3
9.570,3
9.580,3
9.590,3
9.600,3
9.610,3
9.620,3
9.630,3
9.640,3
9.650,3
9.660,3
9.670,3
9.680,3
9.690,3
9.700,3
9.710,3
9.720,3
9.730,3
9.740,3
9.750,3
9.760,3
9.770,3
9.780,3
9.790,3
9.800,3
9.810,3
9.820,3
9.830,3
9.840,3
9.850,3
9.860,3
9.870,3
9.880,3
9.890,3
9.900,3
9.910,3
9.920,3
9.930,3
9.940,3
9.950,3
9.960,3
9.970,3
9.980,3
9.990,3
10.000,3
10.010,3
10.020,3
10.030,3
10.040,3
10.050,3
10.060,3
10.070,3
10.080,3
10.090,3
10.100,3
10.110,3
10.120,3
10.130,3
10.140,3
10.150,3
10.160,3
10.170,3
10.180,3
10.190,3
10.200,3
10.210,3
10.220,3
10.230,3
10.240,3
10.250,3
10.260,3
10.270,3
10.280,2
10.290,2
10.300,2
10.310,2
10.320,2
10.330,2
10.340,2
10.350,2
10.360,2
10.370,2
10.380,2
10.390,2
10.400,2
10.410,2
10.420,2
10.430,2
10.440,2
10.450,2
10.460,2
10.470,2
10.480,2
10.490,2
10.500,2
10.510,2
10.520,2
10.530,2
10.540,2
10.550,2
10.560,2
10.570,2
10.580,2
10.590,2
10.600,2
10.610,2
10.620,2
10.630,2
10.640,2
10.650,2
10.660,2
10.670,2
10.680,2
10.690,2
10.700,2
10.710,2
10.720,2
10.730,2
10.740,2
10.750,2
10.760,2
10.770,2
10.780,2
10.790,2
10.800,2
10.810,2
10.820,2
10.830,2
10.840,2
10.850,2
10.860,2
10.870,2
10.880,2
10.890,2
10.900,2
10.910,2
10.920,2
10.930,2
10.940,2
10.950,2
10.960,2
10.970,2
10.980,2
10.990,2
11.000,2
11.010,2
11.020,2
11.030,2
11.040,2
11.050,2
11.060,2
11.070,2
11.080,2
11.090,2
11.100,2
11.110,2
11.120,2
11.130,2
11.140,2
11.150,2
11.160,2
11.170,2
11.180,2
11.190,2
11.200,2
11.210,2
11.220,2
11.230,2
11.240,2
11.250,2
11.260,2
11.270,2
11.280,2
11.290,4
11.300,4
11.310,4
11.320,4
11.330,4
11.340,4
11.350,4
11.360,4
11.370,4
11.380,4
11.390,4
11.400,4
11.410,4
11.420,4
11.430,4
11.440,4
11.450,4
11.460,4
11.470,4
11.480,4
11.490,4
11.500,4
11.510,4
11.520,4
11.530,4
11.540,4
11.550,4
11.560,4
11.570,4
11.580,4
11.590,4
11.600,4
11.610,4
11.620,4
11.630,4
11.640,4
11.650,4
11.660,4
11.670,4
11.680,4
11.690,4
11.700,4
11.710,4
11.720,4
11.730,4
11.740,4
11.750,4
11.760,4
11.770,4
11.780,4
11.790,4
11.800,4
11.810,4
11.820,4
11.830,4
11.840,4
11.850,4
11.860,4
11.870,4
11.880,4
11.890,4
11.900,4
11.910,4
11.920,4
11.930,4
11.940,4
11.950,4
11.960,5
11.970,5
11.980,5
11.990,5
12.000,5
12.010,5
12.020,5
12.030,5
12.040,5
12.050,5
12.060,5
12.070,5
