Time,Colour
3.690,4
3.700,4
3.710,4
3.720,4
3.730,4
3.740,4
3.750,4
3.760,4
3.770,4
3.780,4
3.790,4
3.800,4
3.810,4
3.820,4
3.830,4
3.840,4
3.850,4
3.860,4
3.870,4
3.880,4
3.890,4
3.900,4
3.910,4
3.920,4
3.930,4
3.940,4
3.950,4
3.960,4
3.970,4
3.980,4
3.990,4
4.000,4
4.010,4
4.020,4
4.030,4
4.040,4
4.050,4
4.060,4
4.070,4
4.080,2
4.090,2
4.100,2
4.110,2
4.120,2
4.130,2
4.140,2
4.150,2
4.160,2
4.170,2
4.180,2
4.190,2
4.200,2
4.210,2
4.220,2
4.230,2
4.240,2
4.250,2
4.260,2
4.270,2
4.280,2
4.290,2
4.300,2
4.310,2
4.320,2
4.330,2
4.340,2
4.350,2
4.360,2
4.370,2
4.380,2
4.390,2
4.400,2
4.410,2
4.420,2
4.430,2
4.440,2
4.450,2
4.460,2
4.470,2
4.480,2
4.490,2
4.500,2
4.510,2
4.520,2
4.530,2
4.540,2
4.550,2
4.560,3
4.570,3
4.580,3
4.590,3
4.600,3
4.610,3
4.620,3
4.630,3
4.640,3
4.650,3
4.660,3
4.670,3
4.680,3
4.690,3
4.700,1
4.710,1
4.720,1
4.730,1
4.740,1
4.750,1
4.760,1
4.770,1
4.780,1
4.790,1
4.800,1
4.810,1
4.820,1
4.830,1
4.840,1
4.850,1
4.860,1
4.870,1
4.880,1
4.890,1
4.900,1
4.910,1
4.920,1
4.930,1
4.940,1
4.950,1
4.960,1
4.970,1
4.980,1
4.990,1
5.000,1
5.010,5
5.020,5
5.030,5
5.040,5
5.050,5
5.060,5
5.070,5
5.080,5
5.090,5
5.100,5
5.110,5
5.120,5
5.130,5
5.140,5
5.150,5
5.160,5
5.170,5
5.180,5
5.190,5
5.200,5
5.210,5
5.220,5
5.230,5
5.240,5
5.250,5
5.260,4
5.270,4
5.280,4
5.290,4
5.300,4
5.310,4
5.320,4
5.330,4
5.340,4
5.350,4
5.360,4
5.370,4
5.380,4
5.390,4
5.400,4
5.410,4
5.420,4
5.430,4
5.440,4
5.450,4
5.460,4
5.470,4
5.480,4
5.490,4
5.500,4
5.510,4
5.520,4
5.530,4
5.540,4
5.550,4
5.560,4
5.570,4
5.580,4
5.590,4
5.600,4
5.610,4
5.620,4
5.630,4
5.640,4
5.650,4
5.660,4
5.670,4
5.680,4
5.690,3
5.700,3
5.710,3
5.720,3
5.730,3
5.740,3
5.750,3
5.760,3
5.770,3
5.780,3
5.790,3
5.800,3
5.810,3
5.820,3
5.830,3
5.840,3
5.850,3
5.860,3
5.870,3
5.880,3
5.890,3
5.900,3
5.910,3
5.920,3
5.930,3
5.940,3
5.950,3
5.960,3
5.970,3
5.980,3
5.990,3
6.000,3
6.010,3
6.020,3
6.030,3
6.040,3
6.050,3
6.060,3
6.070,3
6.080,7
6.090,7
6.100,7
6.110,7
6.120,7
6.130,7
6.140,7
6.150,7
6.160,5
6.170,5
6.180,5
6.190,5
6.200,5
6.210,5
6.220,5
6.230,5
6.240,5
6.250,5
6.260,5
6.270,5
6.280,5
6.290,5
6.300,5
6.310,5
6.320,5
6.330,5
6.340,5
6.350,5
6.360,5
6.370,5
6.380,5
6.390,5
6.400,5
6.410,5
6.420,5
6.430,5
6.440,5
6.450,5
6.460,5
6.470,5
6.480,5
6.490,5
6.500,5
6.510,5
6.520,2
6.530,2
6.540,2
6.550,2
6.560,2
6.570,2
6.580,2
6.590,2
6.600,2
6.610,2
6.620,2
6.630,2
6.640,2
6.650,2
6.660,2
6.670,2
6.680,2
6.690,2
6.700,2
6.710,2
6.720,2
6.730,2
6.740,2
6.750,2
6.760,2
6.770,2
6.780,2
6.790,2
6.800,2
6.810,2
6.820,2
6.830,2
6.840,2
6.850,2
6.860,2
6.870,2
6.880,2
6.890,2
6.900,2
6.910,2
6.920,2
6.930,2
6.940,2
6.950,2
6.960,2
6.970,2
6.980,2
6.990,2
7.000,2
7.010,2
7.020,2
7.030,2
7.040,2
7.050,2
7.060,2
7.070,3
7.080,3
7.090,3
7.100,3
7.110,3
7.120,3
7.130,3
7.140,3
7.150,3
7.160,3
7.170,3
7.180,3
7.190,3
7.200,3
7.210,3
7.220,3
7.230,3
7.240,3
7.250,3
7.260,3
7.270,3
7.280,3
7.290,3
7.300,3
7.310,1
7.320,1
7.330,1
7.340,1
7.350,1
7.360,1
7.370,1
7.380,1
7.390,1
7.400,1
7.410,1
7.420,1
7.430,1
7.440,1
7.450,1
7.460,1
7.470,4
7.480,4
7.490,4
7.500,5
7.510,5
7.520,5
7.530,5
7.540,5
7.550,5
7.560,5
7.570,5
7.580,5
7.590,5
7.600,5
7.610,5
7.620,5
7.630,5
7.640,5
7.650,5
7.660,5
7.670,5
7.680,5
7.690,5
7.700,5
7.710,5
7.720,5
7.730,5
7.740,5
7.750,5
7.760,5
7.770,5
7.780,5
7.790,5
7.800,5
7.810,5
7.820,5
7.830,5
7.840,5
7.850,5
7.860,5
7.870,5
7.880,5
7.890,5
7.900,5
7.910,5
7.920,5
7.930,5
7.940,5
7.950,5
7.960,5
7.970,5
7.980,5
7.990,5
8.000,5
8.010,5
8.020,5
8.030,5
8.040,5
8.050,5
8.060,5
8.070,5
8.080,5
8.090,5
8.100,5
8.110,5
8.120,5
8.130,5
8.140,5
8.150,5
8.160,5
8.170,5
8.180,5
8.190,5
8.200,5
8.210,5
8.220,5
8.230,5
8.240,5
8.250,5
8.260,5
8.270,5
8.280,5
8.290,5
8.300,5
8.310,5
8.320,5
8.330,5
8.340,5
8.350,5
8.360,3
8.370,3
8.380,3
8.390,3
8.400,3
8.410,3
8.420,3
8.430,3
8.440,3
8.450,3
8.460,3
8.470,3
8.480,3
8.490,3
8.500,3
8.510,3
8.520,3
8.530,3
8.540,3
8.550,3
8.560,3
8.570,3
8.580,3
8.590,3
8.600,3
8.610,3
8.620,3
8.630,3
8.640,3
8.650,2
8.660,2
8.670,2
8.680,2
8.690,2
8.700,2
8.710,2
8.720,2
8.730,2
8.740,2
8.750,2
8.760,2
8.770,2
8.780,2
8.790,2
8.800,2
8.810,2
8.820,2
8.830,2
8.840,2
8.850,2
8.860,2
8.870,2
8.880,2
8.890,2
8.900,2
8.910,2
8.920,2
8.930,2
8.940,2
8.950,2
8.960,2
8.970,2
8.980,2
8.990,2
9.000,2
9.010,2
9.020,2
9.030,2
9.040,2
9.050,2
9.060,2
9.070,2
9.080,2
9.090,2
9.100,2
9.110,2
9.120,2
9.130,2
9.140,2
9.150,2
9.160,2
9.170,2
9.180,2
9.190,2
9.200,2
9.210,2
9.220,2
9.230,2
9.240,2
9.250,2
9.260,2
9.270,2
9.280,2
9.290,2
9.300,2
9.310,2
9.320,5
9.330,5
9.340,5
9.350,5
9.360,5
9.370,5
9.380,5
9.390,5
9.400,5
9.410,5
9.420,5
9.430,5
9.440,5
9.450,5
9.460,5
9.470,5
9.480,5
9.490,5
9.500,5
9.510,5
9.520,5
9.530,5
9.540,5
9.550,5
9.560,5
9.570,5
9.580,5
9.590,5
9.600,5
9.610,5
9.620,5
9.630,5
9.640,5
9.650,5
9.660,5
9.670,5
9.680,5
9.690,5
9.700,5
9.710,5
9.720,5
9.730,5
9.740,5
9.750,4
9.760,4
9.770,4
9.780,4
9.790,4
9.800,4
9.810,4
9.820,4
9.830,4
9.840,4
9.850,4
9.860,4
9.870,4
9.880,4
9.890,4
9.900,4
9.910,4
9.920,4
9.930,4
9.940,4
9.950,4
9.960,4
9.970,4
9.980,4
9.990,4
10.000,4
10.010,4
10.020,4
10.030,4
10.040,4
10.050,4
10.060,4
10.070,4
10.080,4
10.090,4
10.100,4
10.110,4
10.120,4
10.130,4
10.140,4
10.150,4
10.160,4
10.170,4
10.180,4
10.190,4
10.200,4
10.210,4
10.220,4
10.230,4
10.240,4
10.250,4
10.260,4
10.270,4
10.280,4
10.290,4
10.300,5
10.310,5
