Time,Colour
3.710,2
3.720,2
3.730,2
3.740,2
3.750,2
3.760,2
3.770,2
3.780,2
3.790,2
3.800,2
3.810,2
3.820,2
3.830,2
3.840,2
3.850,2
3.860,2
3.870,2
3.880,2
3.890,2
3.900,2
3.910,2
3.920,2
3.930,2
3.940,2
3.950,2
3.960,2
3.970,2
3.980,2
3.990,2
4.000,2
4.010,2
4.020,2
4.030,2
4.040,2
4.050,2
4.060,2
4.070,2
4.080,2
4.090,2
4.100,2
4.110,2
4.120,2
4.130,2
4.140,2
4.150,2
4.160,2
4.170,2
4.180,2
4.190,2
4.200,2
4.210,2
4.220,2
4.230,2
4.240,2
4.250,2
4.260,2
4.270,2
4.280,2
4.290,2
4.300,2
4.310,2
4.320,2
4.330,2
4.340,2
4.350,2
4.360,4
4.370,4
4.380,4
4.390,4
4.400,4
4.410,4
4.420,4
4.430,4
4.440,4
4.450,4
4.460,4
4.470,4
4.480,5
4.490,5
4.500,5
4.510,5
4.520,5
4.530,5
4.540,5
4.550,5
4.560,5
4.570,5
4.580,4
4.590,4
4.600,7
4.610,3
4.620,3
4.630,3
4.640,3
4.650,3
4.660,3
4.670,3
4.680,3
4.690,3
4.700,3
4.710,3
4.720,3
4.730,3
4.740,3
4.750,3
4.760,3
4.770,3
4.780,3
4.790,3
4.800,3
4.810,3
4.820,3
4.830,3
4.840,3
4.850,3
4.860,3
4.870,3
4.880,3
4.890,3
4.900,3
4.910,3
4.920,3
4.930,3
4.940,3
4.950,3
4.960,3
4.970,3
4.980,3
4.990,3
5.000,3
5.010,3
5.020,3
5.030,3
5.040,3
5.050,3
5.060,3
5.070,3
5.080,3
5.090,3
5.100,3
5.110,4
5.120,4
5.130,4
5.140,4
5.150,4
5.160,4
5.170,4
5.180,4
5.190,4
5.200,4
5.210,4
5.220,4
5.230,4
5.240,4
5.250,4
5.260,4
5.270,4
5.280,4
5.290,4
5.300,4
5.310,4
5.320,4
5.330,4
5.340,4
5.350,4
5.360,4
5.370,4
5.380,4
5.390,4
5.400,4
5.410,4
5.420,4
5.430,4
5.440,4
5.450,4
5.460,4
5.470,4
5.480,4
5.490,4
5.500,4
5.510,4
5.520,4
5.530,4
5.540,4
5.550,4
5.560,4
5.570,4
5.580,4
5.590,4
5.600,4
5.610,4
5.620,4
5.630,4
5.640,4
5.650,4
5.660,4
5.670,4
5.680,4
5.690,4
5.700,4
5.710,4
5.720,4
5.730,4
5.740,4
5.750,4
5.760,4
5.770,4
5.780,4
5.790,4
5.800,4
5.810,4
5.820,4
5.830,4
5.840,4
5.850,4
5.860,4
5.870,4
5.880,4
5.890,4
5.900,4
5.910,4
5.920,4
5.930,4
5.940,4
5.950,4
5.960,4
5.970,4
5.980,3
5.990,3
6.000,3
6.010,3
6.020,3
6.030,3
6.040,3
6.050,3
6.060,3
